car_name,year,distance,owner,fuel,location,drive,type,price
Hyundai Elite i20,2017,81025,1,PETROL,HR-85,Manual,HatchBack,557000
Hyundai Eon,2013,100432,2,PETROL,,Manual,HatchBack,223000
Maruti Alto 800,2017,20815,1,PETROL,TN-05,Manual,HatchBack,306000
Honda WR-V,2018,36036,1,PETROL,MH-03,Manual,SUV,759000
Maruti S PRESSO,2020,21336,1,PETROL,DL-8C,Manual,HatchBack,398000
Maruti Alto 800,2019,22950,1,PETROL,WB-08,Manual,HatchBack,311000
Maruti Swift,2015,97812,1,DIESEL,TS-09,Manual,HatchBack,504000
Maruti Vitara Brezza,2018,50481,1,DIESEL,HR-26,Automatic,SUV,772000
Hyundai Creta,2017,72313,2,PETROL,KA-51,Manual,SUV,956000
Hyundai i10,2011,59559,2,PETROL,MH-12,Manual,HatchBack,257000
Honda WR-V,2018,41825,1,PETROL,HR-26,Manual,SUV,670650
KIA CARENS,2022,10988,1,PETROL,KA-11,Manual,SUV,1660000
Hyundai i10,2015,93593,1,PETROL,TS-07,Manual,HatchBack,395000
Maruti IGNIS,2017,73927,1,PETROL,KA-03,Automatic,HatchBack,554000
Skoda Rapid,2017,120754,1,DIESEL,KA-63,Automatic,Sedan,781000
Honda Brio,2013,70569,1,PETROL,GJ-05,Manual,HatchBack,328000
Hyundai Grand i10,2013,66983,1,PETROL,RJ-41,Manual,HatchBack,326000
Hyundai Creta,2020,44093,1,DIESEL,UP-16,Automatic,SUV,1416000
Maruti Swift,2018,51706,1,PETROL,DL-3C,Automatic,HatchBack,564000
Ford Ecosport,2021,25576,2,PETROL,TS-06,Manual,SUV,1022000
Maruti Dzire,2020,87480,1,PETROL,GJ-05,Manual,Sedan,342000
Maruti Ritz,2012,87214,1,PETROL,DL-7C,Manual,HatchBack,220000
Mahindra Bolero,2021,36739,1,DIESEL,PB-02,Manual,SUV,1006000
Maruti Swift Dzire,2012,65471,2,PETROL,MH-03,Manual,Sedan,355000
Maruti Swift,2015,59196,2,PETROL,GJ-01,Manual,HatchBack,480000
Hyundai i10,2010,95457,1,PETROL,DL-12,Manual,HatchBack,170000
Hyundai Grand i10,2017,72359,1,DIESEL,PB-23,Manual,HatchBack,458000
Maruti Swift Dzire,2015,89997,2,DIESEL,TS-07,Manual,Sedan,635000
Maruti Swift Dzire,2015,47097,1,PETROL,MH-12,Manual,Sedan,521000
Hyundai i10,2010,114743,1,PETROL,,Manual,HatchBack,234000
Hyundai Grand i10,2014,55890,1,PETROL,RJ-14,Manual,HatchBack,405000
Hyundai Eon,2014,51119,1,PETROL,KA-01,Manual,HatchBack,313000
Maruti Swift,2021,56409,2,PETROL,KA-50,Manual,HatchBack,733000
Honda Amaze,2022,42206,1,PETROL,UP-32,Manual,Sedan,653000
Hyundai i20,2010,49686,3,PETROL,HR-26,Manual,HatchBack,180000
Hyundai Grand i10,2016,60999,1,PETROL,TS-07,Manual,HatchBack,516000
Maruti Wagon R 1.0,2015,64186,2,PETROL,TS-07,Automatic,HatchBack,405000
Maruti Swift Dzire,2016,55632,1,PETROL,MH-47,Manual,Sedan,496000
Maruti Swift Dzire,2012,86543,3,DIESEL,KA-51,Manual,Sedan,343000
Maruti Celerio,2018,52829,2,PETROL,TS-10,Manual,HatchBack,440000
Skoda KUSHAQ,2021,21150,1,PETROL,PB-91,Manual,SUV,986000
Maruti Vitara Brezza,2017,67957,1,DIESEL,HR-30,Manual,SUV,698000
Toyota Etios,2015,61984,2,DIESEL,UP-14,Manual,Sedan,500000
Maruti Swift,2013,80134,3,PETROL,KA-51,Manual,HatchBack,441000
Honda City,2020,70764,1,PETROL,HR-29,Manual,Sedan,623000
Maruti Swift,2012,52944,1,PETROL,DL-2C,Manual,HatchBack,290000
Maruti Swift,2015,55382,2,PETROL,GJ-06,Manual,HatchBack,467000
Maruti S PRESSO,2019,32376,1,PETROL,TN-77,Manual,HatchBack,432000
Volkswagen Polo,2012,27539,1,PETROL,DL-3C,Manual,HatchBack,358000
Maruti Swift,2015,85038,1,PETROL,KA-04,Manual,HatchBack,562000
Hyundai Eon,2015,58321,3,PETROL,TS-10,Manual,HatchBack,269000
Maruti Ciaz,2014,70030,1,PETROL,UP-16,Automatic,Sedan,837000
Volkswagen Polo,2011,31380,1,PETROL,DL-12,Manual,HatchBack,302000
Maruti Ciaz,2018,38754,1,PETROL,UP-52,Manual,Sedan,824000
Volkswagen Polo,2016,80912,2,PETROL,TS-09,Manual,HatchBack,502000
Volkswagen Vento,2020,32947,1,PETROL,TS-09,Automatic,Sedan,1100000
Toyota Corolla Altis,2013,56766,3,PETROL,WB-02,Manual,Lux_sedan,434000
Hyundai Grand i10,2017,41803,2,PETROL,KA-02,Manual,HatchBack,550000
Maruti S PRESSO,2021,24608,1,PETROL,PB-70,Manual,HatchBack,407000
Tata TIGOR,2017,73344,2,PETROL,PB-09,Manual,Sedan,407000
Toyota Etios,2011,83398,1,PETROL,UP-15,Manual,Sedan,295000
Maruti Ciaz,2016,114119,1,PETROL,,Automatic,Sedan,614000
Maruti Dzire,2017,74344,1,DIESEL,GJ-01,Manual,Sedan,697000
Hyundai Verna,2017,31198,1,PETROL,KA-01,Manual,Sedan,782000
Maruti A Star,2010,46559,1,PETROL,WB-06,Manual,HatchBack,175000
Hyundai Elite i20,2017,27172,1,PETROL,TS-08,Manual,HatchBack,693000
Maruti Swift Dzire,2012,121911,1,DIESEL,HR-01,Manual,Sedan,394000
Hyundai Verna,2016,95667,3,DIESEL,TS-12,Manual,Sedan,564000
Hyundai Eon,2017,39577,1,PETROL,PB-08,Manual,HatchBack,319000
Honda Amaze,2020,38595,1,PETROL,UP-16,Automatic,Sedan,963000
Maruti Swift,2013,62217,1,PETROL,KA-03,Manual,HatchBack,472000
Hyundai Creta,2019,48494,1,CNG,HR-13,Automatic,SUV,1108000
Hyundai i10,2012,31474,1,PETROL,KA-50,Automatic,HatchBack,398000
Hyundai Grand i10,2017,39595,1,PETROL,TS-07,Manual,HatchBack,555000
Honda City,2019,32764,1,PETROL,BR-01,Manual,Sedan,677000
Tata Tiago,2019,56261,1,PETROL,PB-91,Manual,HatchBack,475000
Maruti Wagon R 1.0,2017,40045,2,PETROL,DL-3C,Automatic,HatchBack,389000
Maruti Swift,2017,21736,1,PETROL,GJ-01,Manual,HatchBack,562000
Tata Tiago,2018,37814,1,PETROL,TS-15,Automatic,HatchBack,585000
Hyundai Eon,2017,31803,1,PETROL,TN-07,Manual,HatchBack,332000
Hyundai Elite i20,2017,80030,1,PETROL,TS-08,Manual,HatchBack,661000
Hyundai Creta,2018,61943,2,DIESEL,DL-5C,Manual,SUV,828000
Hyundai Elite i20,2019,26880,2,PETROL,GJ-18,Manual,HatchBack,703000
Hyundai Grand i10,2016,64115,1,PETROL,TN-13,Manual,HatchBack,488000
Skoda Rapid,2016,98376,1,DIESEL,GJ-27,Manual,Sedan,691000
Hyundai Elite i20,2015,21693,1,PETROL,DL-10,Manual,HatchBack,570000
Volkswagen Vento,2015,79288,1,PETROL,MH-47,Automatic,Sedan,501000
Maruti Wagon R 1.0,2014,38529,1,CNG,MH-02,Manual,HatchBack,366000
Maruti New Wagon-R,2019,53085,1,CNG,HR-29,Manual,HatchBack,519000
Honda Brio,2013,68384,1,PETROL,DL-4C,Manual,HatchBack,269000
Volkswagen Ameo,2016,95116,1,DIESEL,TN-37,Manual,Sedan,511000
Maruti New Wagon-R,2021,18457,1,CNG,MH-14,Manual,HatchBack,623000
Maruti Wagon R 1.0,2014,23760,1,PETROL,DL-2C,Manual,HatchBack,276000
Maruti IGNIS,2021,45873,1,PETROL,GJ-03,Manual,HatchBack,527000
Maruti Alto,2012,100100,1,PETROL,,Manual,HatchBack,236000
Hyundai VENUE,2019,36675,2,PETROL,GJ-36,Automatic,SUV,937000
Maruti Swift,2017,61280,2,PETROL,TS-07,Manual,HatchBack,594000
Maruti Wagon R 1.0,2017,62419,1,CNG,MH-02,Manual,HatchBack,392000
Renault Duster,2019,5933,1,PETROL,TS-11,Automatic,SUV,852000
Maruti Alto K10,2017,35112,2,PETROL,KA-22,Manual,HatchBack,345000
Hyundai Grand i10,2017,22294,1,PETROL,GJ-06,Manual,HatchBack,571000
Hyundai Elite i20,2019,67449,2,PETROL,GJ-16,Manual,HatchBack,647000
Maruti Ciaz,2017,14010,1,PETROL,GJ-01,Automatic,Sedan,1144000
Hyundai GRAND I10 NIOS,2021,34714,1,CNG,HR-98,Manual,HatchBack,701000
Honda Brio,2012,87713,2,PETROL,DL-4C,Manual,HatchBack,248000
Maruti Zen Estilo,2010,79176,2,PETROL,MH-27,Manual,HatchBack,159000
Honda City,2017,106933,1,PETROL,,Manual,Sedan,322000
Honda Jazz,2018,35099,1,PETROL,GJ-01,Manual,HatchBack,610000
Honda Jazz,2015,98051,1,DIESEL,MH-47,Manual,HatchBack,467000
Honda City,2017,74573,1,PETROL,RJ-40,Automatic,Sedan,746000
Maruti Alto 800,2018,21549,1,PETROL,MP-09,Manual,HatchBack,313000
Hyundai Grand i10,2017,43926,1,PETROL,WB-02,Manual,HatchBack,405000
Maruti Swift,2012,42762,1,PETROL,KA-04,Manual,HatchBack,487000
Maruti Baleno,2016,57404,1,DIESEL,TN-07,Manual,HatchBack,632000
Hyundai Creta,2018,67341,1,DIESEL,TS-09,Manual,SUV,1080000
Maruti Wagon R 1.0,2011,70937,3,PETROL,MH-14,Manual,HatchBack,242000
Honda Brio,2014,50670,2,PETROL,TS-12,Manual,HatchBack,418000
Maruti Baleno,2016,63328,1,PETROL,KA-01,Automatic,HatchBack,622000
Hyundai i10,2014,47025,1,PETROL,MH-14,Manual,HatchBack,364000
Hyundai Verna,2013,45517,1,DIESEL,AP-28,Manual,Sedan,413000
Maruti Alto 800,2019,32402,1,PETROL,WB-26,Manual,HatchBack,301000
Maruti Swift Dzire,2016,73201,1,DIESEL,HR-36,Manual,Sedan,544000
Datsun Go,2016,47323,1,PETROL,KL-45,Manual,HatchBack,212000
Maruti IGNIS,2017,67242,2,PETROL,PB-10,Automatic,HatchBack,509000
Maruti A Star,2010,18589,1,PETROL,DL-2C,Manual,HatchBack,150000
Toyota YARIS,2020,103777,1,PETROL,,Manual,Sedan,628000
Maruti Alto,2010,9129,1,PETROL,WB-06,Manual,HatchBack,150000
Hyundai Elite i20,2016,90374,1,PETROL,TS-08,Manual,HatchBack,624000
Maruti Celerio,2015,50934,1,PETROL,MH-12,Automatic,HatchBack,390000
Honda Jazz,2017,69745,1,PETROL,GJ-01,Manual,HatchBack,498000
Volkswagen Polo,2018,32406,2,PETROL,TS-10,Manual,HatchBack,578000
Maruti Dzire,2021,40394,2,PETROL,KA-04,Automatic,Sedan,731000
Hyundai Eon,2017,119490,1,PETROL,,Manual,HatchBack,279000
Hyundai Creta,2017,80702,1,DIESEL,KA-41,Automatic,SUV,1098000
Maruti Vitara Brezza,2021,34541,1,PETROL,PB-65,Manual,SUV,907000
Hyundai Grand i10,2019,46210,2,PETROL,KL-73,Manual,HatchBack,430000
Hyundai VENUE,2021,13342,1,PETROL,GJ-22,Manual,SUV,991000
Toyota Corolla Altis,2017,66207,1,PETROL,MH-01,Automatic,Lux_sedan,1086000
Maruti S Cross,2017,70930,1,DIESEL,MH-36,Manual,SUV,645000
Toyota Etios Liva,2018,90753,1,DIESEL,UP-16,Manual,HatchBack,508000
Toyota Etios Liva,2011,55314,1,PETROL,WB-06,Manual,HatchBack,213000
Maruti Baleno,2018,18335,1,PETROL,MH-02,Manual,HatchBack,636000
Maruti Baleno,2019,48397,2,PETROL,DL-8C,Manual,HatchBack,550000
Tata TIGOR,2021,31271,1,PETROL,MH-12,Automatic,Sedan,706000
Hyundai Elite i20,2016,56136,2,PETROL,DL-10,Manual,HatchBack,523000
Maruti Zen Estilo,2010,35817,1,PETROL,DL-9C,Manual,HatchBack,147000
Mahindra XUV500,2017,77254,1,DIESEL,KA-51,Manual,Lux_SUV,1076350
Mahindra XUV 3OO,2019,57202,1,PETROL,KA-05,Manual,SUV,974000
Ford Ecosport,2017,91641,1,PETROL,HR-26,Automatic,SUV,651000
Maruti Alto 800,2014,32586,2,PETROL,WB-02,Manual,HatchBack,216000
Maruti Alto 800,2018,63556,1,PETROL,TN-09,Manual,HatchBack,341000
Maruti Alto K10,2011,63122,1,PETROL,BR-01,Manual,HatchBack,163000
Honda City,2017,66960,1,PETROL,DL-14,Manual,Sedan,494000
Maruti Alto,2020,28328,1,PETROL,RJ-45,Manual,HatchBack,409000
Maruti IGNIS,2017,51788,1,CNG,MH-12,Automatic,HatchBack,613000
Hyundai Grand i10,2017,56218,1,PETROL,TN-11,Automatic,HatchBack,559000
Maruti Ciaz,2016,55437,2,PETROL,KA-03,Manual,Sedan,661000
Maruti New Wagon-R,2019,43236,2,PETROL,BR-01,Manual,HatchBack,467000
Maruti Swift,2018,45911,1,PETROL,TS-09,Automatic,HatchBack,729000
Renault Kwid,2018,27862,3,PETROL,GJ-14,Manual,HatchBack,345000
Maruti Alto,2021,20340,1,CNG,TN-06,Manual,HatchBack,465000
Hyundai AURA,2021,21923,1,PETROL,TN-03,Manual,Sedan,672000
Maruti Ciaz,2022,33151,1,PETROL,KA-51,Automatic,Sedan,851000
Maruti Celerio,2019,103872,1,CNG,MH-12,Manual,HatchBack,509000
Tata Tiago,2017,70952,1,PETROL,KA-41,Manual,HatchBack,488000
Maruti Celerio,2017,49815,1,PETROL,KA-01,Automatic,HatchBack,520000
Renault Duster,2018,61426,2,PETROL,TN-02,Manual,SUV,711000
Maruti Swift,2020,64086,1,PETROL,KA-04,Automatic,HatchBack,705000
Hyundai Creta,2020,41003,1,PETROL,GJ-18,Automatic,SUV,1492000
Honda City,2021,19497,1,PETROL,KA-50,Manual,Sedan,1250000
Ford Ecosport,2018,24567,2,PETROL,KA-51,Manual,SUV,945000
Maruti Swift,2017,71763,1,PETROL,HR-51,Manual,HatchBack,478000
Renault Kwid,2018,71789,1,PETROL,KA-05,Automatic,HatchBack,406000
Tata Tiago,2017,25704,1,PETROL,HR-26,Automatic,HatchBack,508000
Maruti Baleno,2016,51002,2,PETROL,MH-43,Manual,HatchBack,531000
Tata ALTROZ,2021,12280,1,PETROL,TS-08,Manual,HatchBack,792000
Hyundai Elite i20,2014,47140,1,DIESEL,TS-09,Manual,HatchBack,591000
Maruti Baleno,2018,60684,1,PETROL,MH-03,Manual,HatchBack,591000
Hyundai Grand i10,2015,32168,1,PETROL,KA-03,Manual,HatchBack,535000
Renault Kwid,2020,56485,1,PETROL,KA-15,Manual,HatchBack,412000
Tata Tiago,2020,51040,1,PETROL,TN-14,Automatic,HatchBack,627000
Honda Amaze,2014,12288,2,PETROL,TN-10,Manual,Sedan,659000
Volkswagen Polo,2014,76583,3,PETROL,HR-51,Manual,HatchBack,410000
Hyundai Verna,2018,28388,1,PETROL,TS-09,Manual,Sedan,781000
Maruti S PRESSO,2020,21226,1,PETROL,KA-63,Manual,HatchBack,485000
Renault Kwid,2021,1680,1,PETROL,MH-12,Automatic,HatchBack,525000
Hyundai Santro Xing,2013,6111,2,PETROL,MH-43,Manual,HatchBack,226000
Hyundai Grand i10,2017,19924,1,PETROL,DL-10,Manual,HatchBack,496000
Hyundai Grand i10,2016,29966,1,PETROL,HR-26,Manual,HatchBack,513000
Hyundai Grand i10,2018,11097,1,PETROL,DL-3C,Manual,HatchBack,503000
Hyundai i10,2016,42444,1,PETROL,KA-51,Manual,HatchBack,396000
Hyundai Elite i20,2017,32289,2,PETROL,TS-10,Automatic,HatchBack,687000
Maruti Ertiga,2016,65151,1,PETROL,TN-10,Manual,SUV,795000
Maruti Wagon R 1.0,2014,82749,2,CNG,MH-03,Manual,HatchBack,292000
Hyundai Elite i20,2019,75000,1,PETROL,GJ-01,Manual,HatchBack,710000
Hyundai GRAND I10 NIOS,2022,23005,1,CNG,HR-87,Manual,HatchBack,749000
Tata ALTROZ,2020,27651,1,PETROL,BR-01,Manual,HatchBack,525000
Honda City,2014,66138,2,PETROL,GJ-24,Manual,Sedan,722000
Tata NEXON,2019,70632,1,PETROL,DL-10,Automatic,SUV,862000
Maruti Alto 800,2019,29095,2,PETROL,WB-26,Manual,HatchBack,279000
Maruti Alto 800,2018,9370,1,PETROL,MH-46,Manual,HatchBack,336000
Hyundai Creta,2016,65117,1,PETROL,MH-02,Manual,SUV,784000
Hyundai NEW SANTRO,2021,39295,1,CNG,DL-9C,Manual,HatchBack,583000
Datsun Go Plus,2018,27977,1,PETROL,GJ-01,Manual,HatchBack,334000
Ford Ecosport,2014,54379,1,PETROL,DL-10,Manual,SUV,480000
Hyundai Creta,2018,71764,1,DIESEL,UP-16,Manual,SUV,1122000
Maruti Dzire,2019,20981,1,PETROL,DL-3C,Manual,Sedan,646000
Hyundai NEW SANTRO,2019,74504,1,PETROL,RJ-02,Manual,HatchBack,404000
Maruti S PRESSO,2020,44001,1,CNG,MH-04,Manual,HatchBack,486000
Maruti Wagon R 1.0,2015,57441,3,PETROL,RJ-14,Manual,HatchBack,342000
Honda Jazz,2017,59453,1,PETROL,MH-47,Automatic,HatchBack,583000
Maruti Swift,2018,70839,1,DIESEL,TN-10,Manual,HatchBack,634000
Honda Jazz,2015,52544,1,PETROL,HR-51,Manual,HatchBack,422000
Mahindra KUV 100 NXT,2018,12882,1,PETROL,MP-09,Manual,SUV,383000
Hyundai i20 Active,2016,61631,2,PETROL,MH-46,Manual,HatchBack,482000
Hyundai Elite i20,2014,69351,1,PETROL,MH-02,Manual,HatchBack,430000
Hyundai Elite i20,2016,33329,1,PETROL,DL-8C,Manual,HatchBack,577000
Hyundai Eon,2014,38385,1,PETROL,MH-01,Manual,HatchBack,215000
Hyundai NEW SANTRO,2020,23731,2,PETROL,KL-65,Manual,HatchBack,469000
Maruti Baleno,2020,29716,1,PETROL,GJ-38,Manual,HatchBack,586000
Hyundai Elite i20,2017,39801,2,PETROL,WB-24,Manual,HatchBack,550000
Tata NEXON,2019,4884,2,PETROL,MH-05,Automatic,SUV,817000
Tata ALTROZ,2021,33411,1,DIESEL,UP-14,Manual,HatchBack,842000
Maruti Alto 800,2015,63330,1,PETROL,KA-53,Manual,HatchBack,296600
Maruti Swift Dzire,2013,108633,1,DIESEL,KL-67,Manual,Sedan,503000
Renault Kwid,2017,35417,1,PETROL,KL-01,Manual,HatchBack,307000
Honda Amaze,2013,56364,1,PETROL,UP-78,Manual,Sedan,340000
Volkswagen Polo,2020,94796,1,PETROL,GJ-38,Manual,HatchBack,548000
Hyundai Elite i20,2018,40673,1,PETROL,MH-48,Manual,HatchBack,656000
Hyundai Elite i20,2018,56838,2,PETROL,MP-04,Manual,HatchBack,522000
Hyundai Verna,2018,57187,1,PETROL,DL-4C,Manual,Sedan,270000
Hyundai Verna,2013,39461,1,PETROL,TS-07,Automatic,Sedan,746000
Maruti XL6,2021,25692,1,PETROL,GJ-18,Automatic,SUV,1139000
Maruti Alto 800,2016,48071,1,PETROL,TS-08,Manual,HatchBack,322000
Hyundai i10,2011,104145,1,PETROL,,Manual,HatchBack,196000
Renault Kiger,2021,16466,1,PETROL,TS-09,Manual,HatchBack,637750
Hyundai Elite i20,2020,40560,1,PETROL,KA-51,Manual,HatchBack,790000
Maruti Baleno,2017,25405,1,PETROL,HR-10,Manual,HatchBack,546000
Tata Tiago,2018,54616,1,PETROL,MP-09,Manual,HatchBack,390000
Ford Ecosport,2015,35133,1,PETROL,HR-26,Manual,SUV,574000
Hyundai Creta,2019,43008,1,PETROL,GJ-27,Automatic,SUV,1153000
Renault Kwid,2019,14052,1,PETROL,HR-72,Manual,HatchBack,425000
Honda Amaze,2020,66712,1,PETROL,WB-02,Manual,Sedan,589650
Maruti Swift Dzire,2016,70940,1,PETROL,TN-14,Manual,Sedan,582000
Mahindra XUV 3OO,2021,48096,1,PETROL,TS-10,Manual,SUV,989000
Ford Ecosport,2019,43760,1,DIESEL,HR-36,Manual,SUV,802000
Hyundai Grand i10,2019,20606,2,PETROL,KA-51,Manual,HatchBack,564000
Maruti Swift,2015,97286,1,PETROL,UP-16,Manual,HatchBack,405000
Hyundai Eon,2012,43507,1,PETROL,TN-09,Manual,HatchBack,225000
Hyundai Elite i20,2017,60136,1,PETROL,KA-01,Manual,HatchBack,692000
Toyota Etios Liva,2012,55894,2,PETROL,BR-01,Manual,HatchBack,222000
Maruti Ciaz,2018,34935,1,PETROL,TN-73,Manual,Sedan,708000
Maruti Swift Dzire,2011,91841,1,PETROL,TN-87,Manual,Sedan,772000
Hyundai Elite i20,2017,17127,1,PETROL,UP-14,Manual,HatchBack,529000
Ford FREESTYLE,2018,42024,1,PETROL,GJ-01,Manual,SUV,571000
Maruti Ciaz,2018,28048,1,PETROL,GJ-01,Manual,Sedan,820000
Hyundai NEW I20,2021,10444,1,PETROL,WB-06,Manual,HatchBack,781000
Honda WR-V,2017,58216,1,PETROL,TN-07,Manual,SUV,668000
Hyundai Verna,2018,46688,1,PETROL,PB-06,Manual,Sedan,672000
Tata Tiago,2018,34217,1,DIESEL,MH-20,Manual,HatchBack,616000
Hyundai Grand i10,2014,55842,2,PETROL,WB-08,Manual,HatchBack,361000
Tata Tiago,2018,25869,3,PETROL,MH-03,Automatic,HatchBack,402000
Maruti Swift,2013,76606,1,PETROL,UP-14,Manual,HatchBack,335000
Hyundai i20 Active,2017,25467,1,PETROL,MH-04,Manual,HatchBack,586000
Hyundai Grand i10,2017,17427,1,PETROL,DL-4C,Manual,HatchBack,483000
Maruti Baleno,2017,39175,1,PETROL,MH-02,Manual,HatchBack,616000
Hyundai Elite i20,2017,60372,1,PETROL,MH-46,Manual,HatchBack,567000
Maruti Ciaz,2015,31093,1,DIESEL,KA-05,Automatic,Sedan,717000
Maruti Baleno,2020,13074,1,PETROL,KL-01,Manual,HatchBack,815000
Maruti Celerio,2014,117617,1,CNG,MH-01,Manual,HatchBack,321000
Honda Amaze,2018,26502,2,PETROL,KA-04,Manual,Sedan,805000
Hyundai Elite i20,2015,43948,1,PETROL,MH-14,Manual,HatchBack,504200
Hyundai Eon,2015,19508,2,PETROL,MH-05,Manual,HatchBack,275000
Toyota URBAN CRUISER,2021,3005,1,PETROL,UP-32,Automatic,SUV,1098000
Honda Jazz,2017,35228,2,PETROL,HR-51,Manual,HatchBack,496000
Maruti S Cross,2020,21540,1,PETROL,MH-12,Manual,SUV,1026000
Honda City,2014,70330,2,DIESEL,MH-02,Manual,Sedan,404000
Maruti Swift,2014,67081,2,PETROL,GJ-01,Manual,HatchBack,390000
Maruti Celerio,2015,17140,1,PETROL,MH-12,Manual,HatchBack,439000
Maruti Baleno,2022,6951,1,PETROL,TN-06,Manual,HatchBack,875000
Maruti Alto,2021,52604,1,CNG,UP-32,Manual,HatchBack,435000
Maruti Wagon R 1.0,2012,52633,1,PETROL,MH-05,Manual,HatchBack,265000
Skoda Rapid,2013,24632,1,PETROL,TS-08,Manual,Sedan,697000
Maruti Celerio,2019,16068,2,PETROL,KA-05,Manual,HatchBack,509000
Maruti Alto 800,2016,89634,1,PETROL,HR-82,Manual,HatchBack,292000
Skoda Rapid,2018,94375,2,PETROL,GJ-01,Manual,Sedan,590000
Hyundai i20,2010,41235,3,PETROL,MH-02,Manual,HatchBack,207000
Maruti Swift,2013,85326,2,DIESEL,AP-09,Manual,HatchBack,416000
Volkswagen Vento,2020,80772,1,PETROL,UP-14,Manual,Sedan,617000
Maruti Alto 800,2018,65083,1,PETROL,TS-07,Manual,HatchBack,288000
Maruti Dzire,2017,39051,1,PETROL,DL-1C,Automatic,Sedan,912000
Hyundai Grand i10,2014,42866,2,PETROL,WB-08,Manual,HatchBack,371000
Hyundai Elite i20,2019,26416,2,PETROL,TS-07,Automatic,HatchBack,845000
Maruti Swift Dzire,2016,92864,1,DIESEL,GJ-18,Manual,Sedan,525000
Maruti Swift,2019,56187,1,PETROL,HR-26,Manual,HatchBack,537000
Maruti Dzire,2022,55313,2,PETROL,DL-10,Automatic,Sedan,873000
Hyundai Grand i10,2018,21558,2,PETROL,TN-14,Manual,HatchBack,510000
Hyundai Tucson New,2018,42864,1,PETROL,HR-26,Manual,Lux_SUV,1485000
Hyundai Creta,2017,116844,1,PETROL,,Automatic,SUV,883000
Hyundai Verna,2021,37842,1,PETROL,TS-12,Automatic,Sedan,1360000
Hyundai AURA,2020,49931,1,PETROL,RJ-10,Manual,Sedan,611000
Volkswagen Jetta,2016,62577,1,PETROL,UP-16,Manual,Sedan,736000
Maruti New Wagon-R,2020,9739,1,PETROL,DL-8C,Manual,HatchBack,507000
Maruti Swift,2014,50109,1,PETROL,KA-01,Manual,HatchBack,572000
Renault Kiger,2021,30423,2,PETROL,TS-34,Manual,HatchBack,836000
Maruti Swift Dzire,2014,60391,2,PETROL,DL-3C,Automatic,Sedan,389000
Maruti Swift Dzire,2014,63385,1,PETROL,RJ-18,Manual,Sedan,502000
Maruti Baleno,2017,51536,1,PETROL,MH-48,Automatic,HatchBack,653000
Hyundai Elite i20,2015,71332,1,PETROL,KA-04,Manual,HatchBack,533000
Hyundai i20,2014,47092,2,PETROL,KA-03,Manual,HatchBack,525000
Maruti Celerio X,2018,84419,1,PETROL,RJ-21,Automatic,HatchBack,452000
Hyundai Grand i10,2018,100624,1,PETROL,,Manual,HatchBack,505000
Maruti Dzire,2019,26671,1,PETROL,KA-42,Automatic,Sedan,1027000
Hyundai VENUE,2021,26508,1,PETROL,GJ-06,Manual,SUV,814000
Maruti IGNIS,2018,77588,1,PETROL,HR-36,Manual,HatchBack,436000
Maruti Wagon R 1.0,2011,71209,1,CNG,DL-9C,Manual,HatchBack,216000
Maruti Wagon R 1.0,2016,75049,1,PETROL,BR-31,Manual,HatchBack,344000
Maruti Ritz,2010,86997,1,DIESEL,KA-05,Manual,HatchBack,329000
Maruti Swift,2019,47296,1,PETROL,KA-01,Manual,HatchBack,710000
Maruti Vitara Brezza,2019,87576,1,DIESEL,HR-87,Automatic,SUV,754000
Maruti Alto K10,2010,29255,1,PETROL,DL-5C,Manual,HatchBack,181000
Maruti Alto K10,2011,15985,1,PETROL,DL-8C,Manual,HatchBack,196000
Hyundai i10,2015,66578,2,PETROL,MH-42,Manual,HatchBack,348000
Hyundai Elite i20,2016,92135,2,PETROL,TN-86,Manual,HatchBack,545000
Maruti Dzire,2018,24008,1,PETROL,MH-12,Manual,Sedan,798000
Maruti Swift Dzire,2016,23687,1,PETROL,GJ-05,Manual,Sedan,822000
Hyundai Elite i20,2015,112978,1,DIESEL,KA-05,Manual,HatchBack,593000
Hyundai Xcent,2017,65109,1,PETROL,GJ-05,Manual,Sedan,536000
Maruti Wagon R 1.0,2018,72590,1,PETROL,GJ-01,Automatic,HatchBack,457000
Tata NEXON,2021,24218,1,PETROL,RJ-23,Automatic,SUV,1049000
Hyundai Verna,2018,98769,1,PETROL,MH-12,Manual,Sedan,409000
Maruti Dzire,2020,24520,1,PETROL,MH-01,Automatic,Sedan,1728000
Hyundai Elite i20,2016,60745,1,PETROL,KA-02,Manual,HatchBack,581000
Hyundai Eon,2018,38419,1,PETROL,WB-10,Manual,HatchBack,275000
Tata Tiago,2018,95966,1,PETROL,MH-20,Manual,HatchBack,458000
Volkswagen Vento,2015,125152,2,DIESEL,TN-86,Manual,Sedan,601000
Maruti Baleno,2016,5392,1,PETROL,GJ-05,Manual,HatchBack,536000
Honda Brio,2013,42634,1,PETROL,BR-01,Manual,HatchBack,245000
Ford New Figo,2020,18705,2,PETROL,KA-05,Manual,HatchBack,612000
Maruti Ertiga,2014,52520,2,DIESEL,PB-10,Manual,SUV,504000
Volkswagen Vento,2014,110457,2,DIESEL,TN-01,Manual,Sedan,460000
Hyundai GRAND I10 NIOS,2021,32288,1,CNG,UP-65,Manual,HatchBack,647000
Maruti Wagon R 1.0,2013,69948,1,CNG,MH-04,Manual,HatchBack,310000
